初期値データ, 得意先コード１, 得意先コード２, 状態, 得意先名1, 得意先名2, 得意先名(フリガナ)1, 得意先名(フリガナ)2, 略称, 郵便番号１, 郵便番号２, 住所１, 住所２, 住所(フリガナ), 地区, TEL, FAX, 代表者氏名, ご担当者１, ご担当者２, ご担当者３, 窓口ご担当, キーマン, 営業時間(午前開始時間), 営業時間(午前開始時間), 営業時間(午前終了時間), 営業時間(午前終了時間), 営業時間(午後後開始時間), 営業時間(午後開始時間), 営業時間(午後終了時間), 営業時間(午後終了時間), 休日, 業種, 業態, 請求先コード１, 請求先コード２, 請求先名, 紹介口座先コード, 紹介口座先名, 契約担当１, 契約担当２, 回収条件, 与信限度,資本金, 取引区分, 締日, 集金日(月) , 集金日(日), 集金方法, 振込銀行, 振込名義, 口座名義, 契約年月日(年), 契約年月日(月), 契約年月日(日), 契約終了日(年), 契約終了日(月), 契約終了日(日), 契約期間, 契約更新日(年), 契約更新日(月), 契約更新日(日), 伝票発行, 納品書コメント, 請求書発行, 丸め, 消費税(課税単位), 消費税(端数区分), 設備情報等・その他, Email, URL, 代表者携帯, 直通TEL, 業態, 施設, 創業日(年), 創業日(月), 創業日(日), 取引履歴, 重要事項, お振込先口座名, 銀行/支店名, 口座番号, 巡回開始日(年), 巡回開始日(月), 巡回開始日(日), 納品書コメント(効果), 請求書送付(郵送), 経理会計窓口, 略称(フリガナ), 代表者役職, 振込銀行, 住所３, 親会社名, 親会社TEL, 親会社住所, 得意先名2, 得意先名2(フリガナ), ご担当者役職１, ご担当者役職２, ご担当者役職３, ご担当者備考, ご担当者備考, 請求書コメント, 得意先１伝票印字, 得意先２伝票印字, 親会社代表者氏名, 代行フラグ,伝票発行パターン,請求書発効パターン,担当支店,課税区分,請求先２コード１,請求先２コード２,請求先２名,口座ID ,紹介口座先CD2
,551,0,取引中,大光印刷 株式会社,,ﾀﾞｲｺｳｲﾝｻﾂﾎﾝｼｬ,,大光印刷本社,604,8481,京都市中京区西ノ京冷泉町22番地        ,A,,京都市内,075-821-5131,075-811-0051,,,,,,,,,,,,,,,,その他,,551,0,,,,,,,,,掛売上,末日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,551,1,取引中,大光印刷 株式会社,大阪支店,ﾀﾞｲｺｳｲﾝｻﾂﾎﾝｼｬ,,大光印刷本社,604,8481,京都市中京区西ノ京冷泉町22番地        ,A,,京都市内,075-821-5131,075-811-0051,,,,,,,,,,,,,,,,その他,,551,1,,,,,,,,,掛売上,末日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,551,2,取引中,大光印刷 株式会社 大山崎工場,,ﾀﾞｲｺｳｲﾝｻﾂｵｵﾔﾏｻﾞｷ,,大光印刷山崎,618,71,京都府乙訓郡大山崎町鏡田町3番地         ,A-1,,京都市外,075-959-2671,075-959-2684,,,,,,,,,,,,,,,,その他,,551,2,,,,,,,,,掛売上,末日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,554,0,取引中,株式会社 ダイコウプリントシコー 大山崎工場,,ﾀﾞｲｺｳﾌﾟﾘﾝﾄｼｺｰｵｵﾔﾏｻﾞｷ,,㈱ﾀﾞｲｺｳﾌﾟﾘﾝｼｺｰ大山崎,618,71,京都府乙訓郡大山崎町鏡田3番地           ,A-3,,京都市外,075-951-4012,075-959-0435,中村純三,,,,,,,,,,,,,,,その他,,554,0,,,,,,,,,掛売上,末日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,554,1,取引中,株式会社 ダイコウプリントシコー 大山崎工場,２Ｆ,ﾀﾞｲｺｳﾌﾟﾘﾝﾄｼｺｰｵｵﾔﾏｻﾞｷ,,㈱ﾀﾞｲｺｳﾌﾟﾘﾝｼｺｰ大山崎,618,71,京都府乙訓郡大山崎町鏡田3番地           ,A-3,,京都市外,075-951-4012,075-959-0435,中村純三,,,,,,,,,,,,,,,その他,,554,0,,,,,,,,,掛売上,末日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,554,2,取引中,株式会社 ダイコウプリントシコー 大山崎工場,３Ｆ,ﾀﾞｲｺｳﾌﾟﾘﾝﾄｼｺｰｵｵﾔﾏｻﾞｷ,,㈱ﾀﾞｲｺｳﾌﾟﾘﾝｼｺｰ大山崎,618,71,京都府乙訓郡大山崎町鏡田3番地           ,A-3,,京都市外,075-951-4012,075-959-0435,中村純三,,,,,,,,,,,,,,,その他,,554,0,,,,,,,,,掛売上,末日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,554,3,取引中,株式会社 ダイコウプリントシコー 大山崎工場,４Ｆ,ﾀﾞｲｺｳﾌﾟﾘﾝﾄｼｺｰｵｵﾔﾏｻﾞｷ,,㈱ﾀﾞｲｺｳﾌﾟﾘﾝｼｺｰ大山崎,618,71,京都府乙訓郡大山崎町鏡田3番地           ,A-3,,京都市外,075-951-4012,075-959-0435,中村純三,,,,,,,,,,,,,,,その他,,554,0,,,,,,,,,掛売上,末日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,555,,取引中,株式会社 ダイコウラベル,,ﾀﾞｲｺｳﾗﾍﾞﾙ,,㈱ダイコウラベル,604,8481,京都市中京区西ノ京冷泉町15番地        ,A-4,,京都市内,075-821-5131,075-821-6555,,,,,,,,,,,,,,,,その他,,555,,,,,,,,,,掛売上,末日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,551,3,取引中,大光印刷 株式会社 亀岡工場,,ﾀﾞｲｺｳｲﾝｻﾂｶﾒｵｶｺｳｼﾞｮｳ,,大光印刷㈱亀岡工場,621,18,亀岡市大井町土田三丁目20-33,A-5,,京都市外,0771-29-6600,0771-29-6655,,,,,,,,,,,,,,,,その他,,551,3,,,,,,,,,掛売上,末日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,558,0,取引中,日本清装 株式会社,本社,ﾆﾎﾝｾｲｿｳ,,日本清装㈱,615,3,京都市右京区西院西今田町5番地　　       ,①,,京都市内,075-311-9277,075-311-8712,野崎　浩,,,,,,,,,,,,,,,その他,,558,0,,,,,,,,,掛売上,20日,翌月,15日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,558,1,取引中,日本清装 株式会社,本社,ﾆﾎﾝｾｲｿｳ,,日本清装㈱,615,3,京都市右京区西院西今田町5番地　　       ,①,,京都市内,075-311-9277,075-311-8712,野崎　浩,,,,,,,,,,,,,,,その他,,558,0,,,,,,,,,掛売上,20日,翌月,15日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,558,2,取引中,日本清装 株式会社,東洋産業,ﾆﾎﾝｾｲｿｳ,,日本清装㈱,615,3,京都市右京区西院西今田町5番地　　       ,①,,京都市内,075-311-9277,075-311-8712,野崎　浩,,,,,,,,,,,,,,,その他,,558,0,,,,,,,,,掛売上,20日,翌月,15日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,558,3,取引中,日本清装 株式会社,紫野保育園,ﾆﾎﾝｾｲｿｳ,,日本清装㈱,615,3,京都市右京区西院西今田町5番地　　       ,①,,京都市内,075-311-9277,075-311-8712,野崎　浩,,,,,,,,,,,,,,,その他,,558,0,,,,,,,,,掛売上,20日,翌月,15日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,558,4,取引中,日本清装 株式会社,大谷高校,ﾆﾎﾝｾｲｿｳ,,日本清装㈱,615,3,京都市右京区西院西今田町5番地　　       ,①,,京都市内,075-311-9277,075-311-8712,野崎　浩,,,,,,,,,,,,,,,その他,,558,0,,,,,,,,,掛売上,20日,翌月,15日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,558,5,取引中,日本清装 株式会社,京都トヨタ自動車㈱中央営業所,ﾆﾎﾝｾｲｿｳ,,日本清装㈱,615,3,京都市右京区西院西今田町5番地　　       ,①,,京都市内,075-311-9277,075-311-8712,野崎　浩,,,,,,,,,,,,,,,その他,,558,0,,,,,,,,,掛売上,20日,翌月,15日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,558,6,取引中,日本清装 株式会社,京都トヨタ自動車㈱大石橋寮,ﾆﾎﾝｾｲｿｳ,,日本清装㈱,615,3,京都市右京区西院西今田町5番地　　       ,①,,京都市内,075-311-9277,075-311-8712,野崎　浩,,,,,,,,,,,,,,,その他,,558,0,,,,,,,,,掛売上,20日,翌月,15日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,558,7,取引中,日本清装 株式会社,京都トヨタ自動車㈱乙訓営業所,ﾆﾎﾝｾｲｿｳ,,日本清装㈱,615,3,京都市右京区西院西今田町5番地　　       ,①,,京都市内,075-311-9277,075-311-8712,野崎　浩,,,,,,,,,,,,,,,その他,,558,0,,,,,,,,,掛売上,20日,翌月,15日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,558,8,取引中,日本清装 株式会社,株式会社　関西電業社,ﾆﾎﾝｾｲｿｳ,,日本清装㈱,615,3,京都市右京区西院西今田町5番地　　       ,①,,京都市内,075-311-9277,075-311-8712,野崎　浩,,,,,,,,,,,,,,,その他,,558,0,,,,,,,,,掛売上,20日,翌月,15日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,558,9,取引中,日本清装 株式会社,健勝苑本部,ﾆﾎﾝｾｲｿｳ,,日本清装㈱,615,3,京都市右京区西院西今田町5番地　　       ,①,,京都市内,075-311-9277,075-311-8712,野崎　浩,,,,,,,,,,,,,,,その他,,558,0,,,,,,,,,掛売上,20日,翌月,15日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,558,10,取引中,日本清装 株式会社,ＹＪＫビル,ﾆﾎﾝｾｲｿｳ,,日本清装㈱,615,3,京都市右京区西院西今田町5番地　　       ,①,,京都市内,075-311-9277,075-311-8712,野崎　浩,,,,,,,,,,,,,,,その他,,558,0,,,,,,,,,掛売上,20日,翌月,15日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,558,11,取引中,日本清装 株式会社,ＫＡＹ’Ｚ,ﾆﾎﾝｾｲｿｳ,,日本清装㈱,615,3,京都市右京区西院西今田町5番地　　       ,①,,京都市内,075-311-9277,075-311-8712,野崎　浩,,,,,,,,,,,,,,,その他,,558,0,,,,,,,,,掛売上,20日,翌月,15日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,559,,取引中,株式会社ダイコウパッケージ,亀岡工場,ﾀﾞｲｺｳﾊﾟｯｹｰｼﾞ,,㈱ダイコウパッケージ,621,11,亀岡市大井町土田3-20-33,A-6,,京都市外,0771-29-6600,0771-29-6655,,,,,,,,,,,,,,,,その他,,559,,,,,,,,,,掛売上,末日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,554,4,取引中,株式会社ダイコウプリントシコー　亀岡大井工場,,ﾀﾞｲｺｳﾌﾟﾘﾝﾄｼｺｰ,,㈱ﾀﾞｲｺｳＰｼｺｰ亀岡大井,621,18,亀岡市大井町小金岐4-16,A-7,,京都市外,0771-29-3800,0771-29-3804,,,,,,,,,,,,,,,,その他,,554,4,,,,,,,,,掛売上,末日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,561,,取引中,有限会社 広小路薬局,,ﾋﾛｺｳｼﾞﾔｯｷｮｸ,,広小路薬局,602,857,京都市上京区河原町通広小路上ル中御霊町419,ｃ,,京都市内,075-256-7551,,,,,,,,,,,,,,,,,その他,,561,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,564,,取引中,中 村,,ﾅｶﾑﾗ,,中 村,615,933,京都市右京区梅津後藤町11-14        ,c,,京都市内,075-871-6983,,,,,,,,,,,,,,,,,その他,,564,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,566,,取引中,株式会社 中澤紙興,,ﾅｶｻﾞﾜｼｺｳ,,㈱中澤紙興,615,833,京都市右京区西京極橋詰町30番地        ,,,京都市内,075-322-2221,075-322-2240,中澤　豊,,,,,,,,,,,,,,,その他,,566,,,,,,,,,,掛売上,20日,同月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,576,,取引中,北 洞 株式会社,,ｷﾀﾎﾗ,,北洞㈱,602,8131,京都市上京区堀川通下立売下ﾙ長尾町       ,,,京都市内,075-821-1171,,,,,,,,,,,,,,,,,その他,,576,,,,,,,,,,掛売上,20日,翌月,10日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,577,,取引中,株式会社 マ リ ヤ,,ﾏﾘﾔ,,㈱マリヤ,602,8295,京都市上京区千本通中立売下ル東石橋町    ,c,,京都市内,075-464-0465,,,,,,,,,,,,,,,,,その他,,577,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,578,,取引中,株式会社 高島織物,,ﾀｶｼﾏｵﾘﾓﾉ,,㈱高島織物,603,5,京都市北区紫野南舟岡町4-10   ,c,,京都市内,075-431-0111,075-451-9585,,,,,,,,,,,,,,,,その他,,578,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,579,,取引中,中華 ひさご,,ﾋｻｺﾞ ,,中華ひさご,604,8003,京都市中京区橋下町133-1,エメラルド会館5F,,京都市内,075-256-1350,,今井勝一,,,,,,,,,,,,,,,その他,,579,,,,,,,,,,掛売上,末日,翌月,10日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,580,,取引中,オーツカ薬局,,ｵｰﾂｶﾔｯｷｮｸ,,ｵ-ﾂｶ薬局烏丸,603,895,京都市北区烏丸通鞍馬口上る上御霊前町    ,c,,京都市内,075-441-0535,075-431-6120,,,,,,,,,,,,,,,,その他,,580,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,582,,取引中,株式会社 ニドー京都,,ﾆﾄﾞｰｷｮｳﾄ,,ニドー京都,606,826,京都市左京区下鴨西本町40番地          ,c,,京都市内,075-701-0017,,,,,,,,,,,,,,,,,その他,,582,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,587,,取引中,有限会社 阿尾商事,銀楽荘・浄楽荘・銀鶴ハウス,ｱｵｼｮｳｼﾞ,,阿尾商事,606,8402,京都市左京区銀閣寺町99番地            ,c,,京都市内,075-761-0560,,,,,,,,,,,,,,,,,その他,,587,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,594,,取引中,コンフォール北白川,,ｺﾝﾌｫｰﾙｷﾀｼﾗｶﾜ,,ｺﾝﾌｫｰﾙ北白川,606,8265,京都市左京区北白川東小倉町12番地      ,,,京都市内,075-791-0375,075-712-0790,,,,,,,,,,,,,,,,その他,,594,,,,,,,,,,掛売上,末日,同月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,599,,取引中,西  川,,ﾆｼｶﾜ,,西川,615,7,京都市右京区西院上花田町29番地        ,c,,京都市内,075-311-5209,,,,,,,,,,,,,,,,,その他,,599,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,601,1,取引中,株式会社 カ ク ワ 京都営業所,,ｶｸﾜｷｮｳﾄｴｲｷﾞｮｳｼｮ,,カクワ京都   　  +s,603,8214,京都市北区紫野雲林院町4番地の7,A-1　s,,京都市内,075-451-8811,,,,,,,,,,,,,,,,,その他,,601,1,,,,,,,,,掛売上,20日,翌月,10日,訪問集金,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,601,0,取引中,株式会社 カ ク ワ,,ｶｸﾜ,,㈱カクワ          +s,613,32,京都府久世郡久御山町栄3丁目1番地の110   ,A　　s,,京都市外,075-631-1020,075-631-9000,,,,,,,,,,,,,,,,その他,,601,0,,,,,,,,,掛売上,20日,翌月,10日,訪問集金,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,603,,取引中,有限会社 今井整理,,ｲﾏｲｾｲﾘ,,今井整理,615,52,京都市右京区西院清水町52番地            ,ｃ,,京都市内,075-326-7088,075-311-8839,,,,,,,,,,,,,,,,その他,,603,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,608,,取引中,洛陽プラスチック 株式会社,,ﾗｸﾖｳﾌﾟﾗｽﾁｯｸ,,洛陽ﾌﾟﾗｽﾁｯｸ㈱,611,33,宇治市大久保町西ノ端1-24            ,,,京都市外,0774-48-1969,0774-22-8321,,,,,,,,,,,,,,,,その他,,608,,,,,,,,,,掛売上,末日,翌月,末日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,614,,取引中,関西フローズン 株式会社 ,,ｶﾝｻｲﾌﾛｰｽﾞﾝ,,関西フローズン㈱,614,8164,八幡市上奈良南ノ口42番地8,,,京都市外,075-972-3330,075-983-6900,,,,,,,,,,,,,,,,その他,,614,,,,,,,,,,掛売上,20日,翌月,5日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,615,,取引中,有限会社 はっとり書店,,ﾊｯﾄﾘｼｮﾃﾝ,,㈲はっとり書店,607,8143,京都市山科区東野南井ノ上町9-7,c,,京都市内,075-591-2313,,,,,,,,,,,,,,,,,その他,,615,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,616,,取引中,マンセ洋装店,,ﾏﾝｾﾖｳｿｳﾃﾝ,,マンセ洋装店,612,8364,京都市伏見区下油掛町146,c,,京都市内,075-601-0334,075-601-0334,,,,,,,,,,,,,,,,その他,,616,,,,,,,,,,現金売上,末日,同月,末日,,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,618,,取引中,大平染色蒸工場,,ﾀｲﾍｲｾﾝｼｮｸﾑｼｺｳｼﾞｮｳ,,大平蒸工場         s,615,802,京都市右京区西京極北庄境町30番地      ,s,,京都市内,075-312-5150,,,,,,,,,,,,,,,,,その他,,618,,,,,,,,,,掛売上,20日,翌月,15日,訪問集金,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,622,,取引中,株式会社 粋 生,,ｽｲｾｲ,,㈱粋生             r,601,8453,京都市南区唐橋羅城門町5番地            ,r,,京都市内,075-691-5423,,,,,,,,,,,,,,,,,その他,,622,,,,,,,,,,掛売上,20日,同月,末日,訪問集金,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,624,,取引中,有限会社 タカヤマ,,ﾀｶﾔﾏ,,㈲タカヤマ         r,604,8316,京都市中京区御池通大宮東入三坊大宮町154 ,r,,京都市内,075-841-4444,075-841-4445,髙山権治郎,,,,,,,,,,,,,,,その他,,624,,,,,,,,,,掛売上,20日,同月,末日,訪問集金,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,631,0,取引中,株式会社 朝日堂,本店,ｱｻﾋﾄﾞｳ,,㈱朝日堂,605,862,京都市東山区清水1丁目280番地        ,A ,,京都市内,075-531-2181,075-531-2185,,,,,,,,,,,,,,,,その他,,631,0,,,,,,,,,掛売上,末日,翌月,20日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,631,1,取引中,株式会社 朝日堂 器楽,,ｱｻﾋﾄﾞｳｷﾗｸ,,㈱朝日堂 器楽,605,862,京都市東山区清水1丁目280番地        ,A-1,,京都市内,075-531-2181,,,,,,,,,,,,,,,,,その他,,631,1,,,,,,,,,掛売上,末日,翌月,20日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,631,2,取引中,株式会社 朝日堂 清 坂 亭,,ｱｻﾋﾄﾞｳ ｾｲﾊﾝﾃｲ,,㈱朝日堂 清坂亭,605,862,京都市東山区清水1丁目280番地        ,A-2,,京都市内,075-541-9575,,,,,,,,,,,,,,,,,その他,,631,2,,,,,,,,,掛売上,末日,翌月,20日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,631,3,取引中,株式会社 朝日堂 朝日陶庵,,ｱｻﾋﾄﾞｳ ｱｻﾋﾄｳｱﾝ,,㈱朝日堂 朝日陶庵,605,862,京都市東山区清水1丁目287-1,A-3,,京都市内,,,,,,,,,,,,,,,,,,その他,,631,3,,,,,,,,,掛売上,末日,翌月,20日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,631,4,取引中,株式会社 朝日堂 あさひ坂,,ｱｻﾋﾄﾞｳ ｱｻﾋｻﾞｶ,,㈱朝日堂 あさひ坂,605,862,京都市東山区清水1丁目280番地,A-4,,京都市内,,,,,,,,,,,,,,,,,,その他,,631,4,,,,,,,,,掛売上,末日,翌月,20日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
,631,5,取引中,株式会社 朝日堂 美器,,ｱｻﾋﾄﾞｳﾐｷ,,㈱朝日堂 美器,605,862,京都市東山区清水1丁目280番地,A-5,,京都市内,,,,,,,,,,,,,,,,,,その他,,631,5,,,,,,,,,掛売上,末日,翌月,20日,振込,,,,,,,,,,,,,,有,,明細請求書,四捨五入,伝票単位,四捨五入,,,,,,,,,,,,,,,,,,,,郵送,,,,,,,,,,,,,,,,,,,,,,,光,,,,,,
